id,reviewId,creationDate,criticName,isTopCritic,originalScore,reviewState,publicatioName,reviewText,scoreSentiment,reviewUrl
the_duff,2254269,2015-04-02,Stefan Pape,False,3/5,fresh,HeyUGuys,"This tongue-in-cheek endeavour is playful in its approach, never earnest enough to a point where it's unbearable.",POSITIVE,http://www.heyuguys.com/the-duff-review/
the_duff,2254104,2015-03-31,Simon Weaving,False,3/5,fresh,Screenwize,"A predictable prom-com, but the journey is fun.",POSITIVE,http://www.screenwize.com/archives/2107
the_duff,2253311,2015-03-26,Matthew Bernard,False,,fresh,FILMINK (Australia),"While definitely not a movie that everyone will enjoy, fans of the genre can be sure to leave more than satisfied after the credits roll.",POSITIVE,http://www.filmink.com.au/reviews/the-duff-film/
the_duff,2249343,2015-03-01,Tim Brayton,False,7/10,fresh,Antagony & Ecstasy,"Mae Whitman... [is] absolutely terrific, giving a wry, knowing attitude to her character and the film, and turning The DUFF from a modestly amusing comedy to a genuine success.",POSITIVE,http://antagonie.blogspot.com/2015/02/with-friends-like-these.html
the_duff,2248973,2015-02-26,Richard Roeper,True,2.5,rotten,Chicago Sun-Times,This is a well-intentioned and sometimes quite sharp high school movie that falls just short of the mark due to a few way-off-the-mark scenes and too much heavy-handed preaching.,NEGATIVE,
the_duff,2248660,2015-02-26,Susan Granger,False,6/10,fresh,SSG Syndicate,"Subversively snarky, yet sensitive, it updates George Bernard Shaw's ""Pygmalion"" with 21st century technology.",POSITIVE,http://susangranger.com/?p=8107
the_duff,2248434,2015-02-24,Andrea Chase,False,3/5,fresh,Killer Movie Reviews,"distinguished by sprightly, intelligent writing, and outstanding performances that are not just funny, but also perceptive and nuanced.",POSITIVE,http://kmr.mightyminnow.me/movie/the-duff-rules/
the_duff,2248418,2015-02-24,Ken Hanke,False,3/5,fresh,"Mountain Xpress (Asheville, NC)",Perhaps no one over age 16 should ever see this movie. That may not be the worst advice I could give you.,POSITIVE,http://mountainx.com/movies/reviews/duff/
the_duff,2248380,2015-02-23,Linda Cook,False,2/4,rotten,"Quad City Times (Davenport, IA)","Although it has its John Hughes-esque moments, 'The DUFF' is derivative of lots of other, and more recent, teen angst movies.",NEGATIVE,http://qctimes.com/entertainment/derivative-duff-falls-short/article_05020207-ffd0-521e-ad13-bb0807e4278d.html
the_duff,2248364,2015-02-23,Andy Herren,False,8/10,fresh,Paste Magazine,The DUFF has a lot to say about beauty ideals and how we perceive our self-worth.,POSITIVE,http://www.pastemagazine.com/articles/2015/02/the-duff.html
the_duff,2248347,2015-02-23,Peter Canavese,False,2.5/4,fresh,Groucho Reviews,"Will...[strike a chord] with teen girls, if they can get past the casting of the healthy, but hardly plus-sized Whitman, as well as the changes made to sanitize the book...",POSITIVE,http://grouchoreviews.com/reviews/4772
the_duff,2248344,2015-02-23,Pete Vonder Haar,False,3/5,fresh,Houston Press,"Even if it serves up the happy ending audiences apparently insist upon, the good in The DUFF mostly outweighs the stuff you've seen before.",POSITIVE,http://blogs.houstonpress.com/artattack/2015/02/the_duff_2014_review.php
the_duff,2248053,2015-02-21,Avi Offer,False,8.9/10,fresh,NYC Movie Guru,"Funny, heartfelt and inspirational. The best high school comedy since Easy A. Mae Whitman deserves to be a star.",POSITIVE,http://nycmovieguru.com/feb20th15.html#duff
the_duff,2248042,2015-02-21,Nick Schager,True,,fresh,Variety,"It's hard not to see ""The Duff"" becoming an instant teen classic.",POSITIVE,http://variety.com/2015/film/reviews/film-review-the-duff-1201438357/
the_duff,2248031,2015-02-20,Todd Jorgenson,False,,rotten,Cinemalogue,The half-hearted message about inner beauty and self-esteem becomes muddled in a film that winds up as shallow as many of its characters.,NEGATIVE,http://www.cinemalogue.com/2015/02/20/capsule-reviews-for-feb-20/
the_duff,2247992,2015-02-20,Ben Kendrick,False,3/5,fresh,Screen Rant,"The Duff makes timely points about self-love, body image, and modern relationships but falls short of becoming a teen drama classic.",POSITIVE,http://screenrant.com/duff-movie-reviews-2015/
the_duff,2247990,2015-02-20,Eric D. Snider,False,,rotten,GeekNation,"Anyone not currently in high school is bound to find it derivative, albeit not unpleasant.",NEGATIVE,http://geeknation.com/review-the-duff-offers-a-new-slang-term-but-the-movie-is-very-familiar/
the_duff,2247976,2015-02-20,Emily St. James,True,3.5/5,fresh,Vox,"The DUFF won me over, to the degree that I found it to be one of the more charming teen comedies of recent years.",POSITIVE,http://www.vox.com/2015/2/20/8074025/duff-review-robbie-amell
the_duff,2247974,2015-02-20,Randall King,False,1/5,rotten,Winnipeg Free Press,"As much as the film attempts to follow in the Easy A template, it lacks its satiric edge, and its willingness to confront high school hypocrisy head-on.",NEGATIVE,http://www.winnipegfreepress.com/arts-and-life/entertainment/movies/duff-disgusting-unfunny-festering-and-foul-292868681.html?cx_navSource=d-tiles-2
the_duff,2247967,2015-02-20,Rebecca Murray,False,B+,fresh,Showbiz Junkies,One of the few teen comedies that may remain relevant (and entertaining) for years to come.,POSITIVE,http://www.showbizjunkies.com/movies/the-duff-movie-review/
the_duff,2247938,2015-02-20,Bilge Ebiri,True,,fresh,New York Magazine/Vulture,"Why is it so wonderful? Because wit and charm matter, and The DUFF has a good deal of both. The cast will be stars, the gags will be immortal, and you'll still be watching this movie years from now.",POSITIVE,http://www.vulture.com/2015/02/movie-review-the-duff-is-a-new-classic.html
the_duff,2247928,2015-02-20,S. Jhoanna Robledo,False,4/5,fresh,Common Sense Media,Fun high school comedy is unexpectedly insightful.,POSITIVE,https://www.commonsensemedia.org/movie-reviews/the-duff
the_duff,2247926,2015-02-20,James Verniere,False,C minus,rotten,Boston Herald,"Yearning to be the new ""Mean Girls,"" ""The DUFF"" is just another bad movie some premium cable channel is going to try to make you watch in the near future.",NEGATIVE,http://www.bostonherald.com/entertainment/movies/movie_reviews/2015/02/the_duff_designated_uninspired_film_failure
the_duff,2247868,2015-02-20,Gary Wolcott,False,4/5,fresh,Tri-City Herald,Teen angst flicks are always formula. The DUFF is no exception. Once in awhile one is done right. This is a pretty good -- but very predictable -- flick.,POSITIVE,http://www.tri-cityherald.com/2015/02/19/3417594/the-duff-its-well-done-teen-angst.html
the_duff,2247864,2015-02-20,Adriane Neuenschwander,False,C,rotten,Consequence,"The fact that The DUFF ends on a such a sappy, uninspired note isn't surprising, but it is disappointing given all the little glimmers of promise peppered throughout the film's first half.",NEGATIVE,http://consequenceofsound.net/2015/02/film-review-the-duff/
the_duff,2247860,2015-02-20,Mark Dujsik,False,2/4,rotten,Mark Reviews Movies,[T]oo eager to prove that it's hip to the ways of the youngsters these days ... pounding away at its one note of supposed insight until it just becomes condescending.,NEGATIVE,http://www.markreviewsmovies.com/reviews/D/duff.htm
the_duff,2247855,2015-02-20,Jim Judy,False,,fresh,Screen It!,"The chemistry between Whitman and Amell is decent enough to overcome some issues and rough spots. (Full Content Review -- Sex, Profanity, Violence, etc. -- for Parents also available)",POSITIVE,http://www.screenit.com/ourtake/2015/the_duff.html
the_duff,2247854,2015-02-20,Christy Lemire,True,3/4,fresh,RogerEbert.com,"Whitman displays flawless comic timing and consistently makes inspiring choices in terms of delivery, reaction, even the slightest facial expression. She shines confidently in a self-deprecating role, and it's irresistible.",POSITIVE,http://www.rogerebert.com/reviews/the-duff-2015
the_duff,2247848,2015-02-20,Chris Bumbray,False,4/10,rotten,JoBlo's Movie Network,"More in line with cheesy nineties teen movies like SHE'S ALL THAT than John Hughes or more sensitive, recent fare.",NEGATIVE,http://www.joblo.com/movie-news/review-the-duff-293-02
the_duff,2247841,2015-02-20,Stephen Whitty,True,3/4,fresh,Newark Star-Ledger,"It's not ""Mean Girls."" It's not even ""Easy A."" But it's definitely a solid B.",POSITIVE,http://www.nj.com/entertainment/index.ssf/2015/02/the_duff_review_a_high-school_comedy_with_smarts.html
the_duff,2247824,2015-02-20,Maggie Wrobel,True,3.5/4,fresh,Globe and Mail,It's the first great teen comedy since Mean Girls.,POSITIVE,http://www.theglobeandmail.com/arts/film/film-reviews/the-duff-a-teen-comedy-all-grown-up/article23079793/
the_duff,2247811,2015-02-20,David Lewis,True,3/4,fresh,San Francisco Chronicle,"Sandel's film has heart, some good laughs and a decent message. In this age of cyberbullying, that's nothing to scoff at.",POSITIVE,http://www.sfgate.com/movies/article/The-DUFF-review-Teen-comedy-is-pleasantly-6088389.php
the_duff,2247810,2015-02-20,Tirdad Derakhshani,True,2/4,rotten,Philadelphia Inquirer,"It falls short of the mark, even as it hits every one of the genre's conventions.",NEGATIVE,http://www.philly.com/philly/entertainment/movies/20150220__quot_The_DUFF_quot__lacks_the_right_stuff_-_originality.html
the_duff,2247755,2015-02-19,Dustin Putman,False,2.5/4,fresh,TheFilmFile.com,"Capable, spry, and mostly wise when it isn't spelling out its moralistic intent. The main attraction is Mae Whitman, acting her heart out while making her every last moment look as natural and vulnerable as that of a real life being lived.",POSITIVE,http://www.thefilmfile.com/reviews/d/15_duff.htm
the_duff,2247742,2015-02-19,Bruce Kirkland,True,3/5,fresh,Toronto Sun,"Especially because the young co-stars Mae Whitman and Robbie Amell are so appealing, The DUFF is charming, cheeky and relevant.",POSITIVE,http://www.torontosun.com/2015/02/19/review-the-duff-a-fresh-and-funny-teen-comedy
the_duff,2247741,2015-02-19,David Berry,False,3/4,fresh,National Post,"Where Bianca and Wesley are going is obvious from the outset, but it builds naturally through a pal-ship with a genuine spark.",POSITIVE,http://news.nationalpost.com/2015/02/19/the-duff-reviewed-more-easy-a-than-shes-all-that/
the_duff,2247731,2015-02-19,Ben Kenigsberg,True,,rotten,New York Times,"Even in this would-be subversive comedy, success means getting the guy.",NEGATIVE,http://www.nytimes.com/2015/02/20/movies/in-the-duff-a-wounded-teenage-girl-combats-mockery.html?partner=rss&emc=rss
the_duff,2247706,2015-02-19,Betsy Sharkey,True,,rotten,Los Angeles Times,"Romance, or the desire to find someone special, isn't a bad thing - if it's not the only thing. But as it stands in ""DUFF,"" the denouement at prom has clich written all over it.",NEGATIVE,http://www.latimes.com/entertainment/movies/la-et-mn-the-duff-review-whitman-amell-thorne-20150220-column.html#navtype=outfit
the_duff,2247705,2015-02-19,James Berardinelli,True,3/4,fresh,ReelViews,The DUFF would make John Hughes smile.,POSITIVE,http://www.reelviews.net/php_review_template.php?identifier=2866
the_duff,2247698,2015-02-19,Eric Henderson,True,1.5/4,rotten,Slant Magazine,The film deposits its heroine and everyone in the audience looking toward her for image-maintaining guidance back at square one.,NEGATIVE,http://www.slantmagazine.com/film/review/the-duff
the_duff,2247680,2015-02-19,Frank Swietek,False,C-,rotten,One Guy's Opinion,"A tepid, undernourished clone of the John Hughes high school template, with attractive leads stuck in a script that feels like a tattered hand-me-down.",NEGATIVE,http://www.oneguysopinion.com/the-duff/
the_duff,2247678,2015-02-19,Nell Minow,True,B,fresh,Movie Mom,Whitman makes Bianca so thoroughly herself throughout that anyone would be glad to have her for a BFF.,POSITIVE,https://moviemom.com/the-duff/
the_duff,2247643,2015-02-19,Peter Keough,True,,rotten,Boston Globe,A Derivative Unimaginative Forgettable Film.,NEGATIVE,http://www.bostonglobe.com/arts/movies/2015/02/19/the-duff-lives-its-label/WGlpgZZXWp7WOCORUm3fJM/story.html
the_duff,2247639,2015-02-19,Claudia Puig,True,2/4,rotten,USA Today,"Mae Whitman is the best thing here, and the funny actress deserves better material than what's offered in this derivative and superficial ode to teen self-acceptance.",NEGATIVE,http://www.usatoday.com/story/life/movies/2015/02/19/the-duff-review/23685647/
the_duff,2247625,2015-02-19,Kevin Jagernauth,False,D+,rotten,The Playlist,"The earnest, yet consistently misfiring ""The DUFF,"" makes all those other teen movies look even better.",NEGATIVE,http://blogs.indiewire.com/theplaylist/review-the-duff-starring-mae-whitman-bella-thorne-ken-jeong-and-more-20150219
the_duff,2247617,2015-02-19,Rafer Guzman,True,4/4,fresh,Newsday,"A smart, funny, straight-talking teen movie in the John Hughes tradition. Oodles of charm from the young cast.",POSITIVE,http://www.newsday.com/entertainment/movies/the-duff-review-rare-teen-movie-that-s-smart-and-funny-1.9952571
the_duff,2247616,2015-02-19,Moira MacDonald,True,2.5/4,fresh,Seattle Times,"It works, but just barely.",POSITIVE,
the_duff,2247607,2015-02-19,Blake Crane,False,2.5/5,rotten,Film Racket,"With all of the clutter, The DUFF seems to forget, or even disregard, its own empowerment message",NEGATIVE,http://filmracket.com/duff/
the_duff,2247605,2015-02-19,Michael Sauter,False,,fresh,Film Journal International,"While ultimately serving up the expected, The DUFF is fresh and funny throughout, largely thanks to two vibrantly written lead characters.",POSITIVE,http://www.filmjournal.com/node/11962
the_duff,2247600,2015-02-19,Gary Thompson,False,,fresh,Philadelphia Daily News,The movie is glib and willfully superficial but also smart at times about teen social stratification.,POSITIVE,http://www.philly.com/philly/entertainment/movies/20150220__The_DUFF__is_a_breezy_teen_comedy.html
the_duff,2247599,2015-02-19,Genevieve Koski,False,3/5,fresh,The Dissolve,"For all its potential pitfalls, The DUFF manages to keep its head above water, thanks to Whitman, Amell, and a willingness to engage with teen-movie clichs in a relatively thoughtful way.",POSITIVE,https://thedissolve.com/reviews/1395-the-duff/
the_duff,2247598,2015-02-19,Rob Hunter,False,B-,fresh,Film School Rejects,"There are no surprises here, but the predictability doesn't mute the fun.",POSITIVE,http://filmschoolrejects.com/reviews/the-duff.php
the_duff,2247597,2015-02-19,Ben Sachs,True,,fresh,Chicago Reader,The ostensible message of accepting difference is overwhelmed by a spirit of blind conformism.,POSITIVE,http://www.chicagoreader.com/chicago/the-duff/MovieTimes?oid=16347133
the_duff,2247596,2015-02-19,Kimberley Jones,True,1/5,fresh,Austin Chronicle,"The DUFF is exponentially dumb. For starters, Mae Whitman isn't fat or ugly. Point of fact, she's wildly charismatic.",POSITIVE,http://www.austinchronicle.com/calendar/film/2015-02-20/the-duff/
the_duff,2247578,2015-02-19,Stephen Silver,False,2/5,rotten,EntertainmentTell,"Whitman is fantastic, the movie is not- it goes back and forth between subverting genre cliches and wholeheartedly embracing them",NEGATIVE,http://www.technologytell.com/entertainment/55570/denzel-washington-not-blacklisted-stupid-suggest/
the_duff,2247550,2015-02-19,Michael Phillips,True,2/4,rotten,Chicago Tribune,You know what would be revolutionary? Making a really good movie about a three-dimensional teenage female character that doesn't start and finish with both eyes on the same old punishing character types.,NEGATIVE,http://www.chicagotribune.com/entertainment/movies/ct-the-duff-20150219-column.html#navtype=barker&barkername=Barker%2006%20-%20In%20Case%20You%20Missed%20It
the_duff,2247541,2015-02-19,Ann Hornaday,True,0/4,rotten,Washington Post,What might have been a frank portrayal of high school culture and challenges ends up veering between being either too cynically hyper-sexual or preachy.,NEGATIVE,http://www.washingtonpost.com/goingoutguide/movies/the-duff-based-on-the-young-adult-novel-whiffs-it/2015/02/19/833fe66e-b77c-11e4-9423-f3d0a1ec335c_story.html
the_duff,2247538,2015-02-19,Inkoo Kang,True,90/100,fresh,TheWrap,"""Mae Whitman reveals herself to be one of the funniest actresses of her generation in a spot-on and endlessly quotable take on teenage 'dramz' in 2015.""",POSITIVE,http://www.thewrap.com/the-duff-review-mae-whitman-robbie-amell-bella-thorne/
the_duff,2247532,2015-02-19,Katie Rife,True,B-,fresh,AV Club,"This is [Whitman's] film, and she seems determined not to waste her chance at being a leading lady.",POSITIVE,http://www.avclub.com/review/most-memorable-thing-about-duff-its-ugly-duckling--215424
the_duff,2247520,2015-02-19,Matt Pais,False,2/4,rotten,RedEye,"Whitman brings such kindness to Bianca that the movie almost sometimes sort of works as empowering evidence of many teens' flawed, self-esteem-driven perspectives.",NEGATIVE,http://www.redeyechicago.com/entertainment/movies/redeye-the-duff-review-20150213-story.html
the_duff,2247514,2015-02-19,Brian Orndorf,False,D+,rotten,Blu-ray.com,"A shallow, witless, and bizarrely cast endeavor, always eager to preach about the value of self-acceptance, but just as ready to indulge superficial behavior as a method of empowerment.",NEGATIVE,http://www.blu-ray.com/The-DUFF/408900/#Preview
the_duff,2247508,2015-02-19,Mike Reyes,False,4/5,fresh,CinemaBlend,"A clever comedy that isn't a chore to sit through if you're outside of the target demographic. Oh, and your kids are gonna love it.",POSITIVE,http://www.cinemablend.com/reviews/DUFF-66483.html
the_duff,2247506,2015-02-19,Jeff Baker,False,B-,fresh,Oregonian,"It's a comedy with an easy message, and it's sort of sweet. Not too raunchy, not too challenging. A good date movie for sophomores.",POSITIVE,http://www.oregonlive.com/movies/2015/02/the_duff_review_a_good_date_mo.html
the_duff,2247491,2015-02-19,Amy Nicholson,True,C,rotten,L.A. Weekly,"The DUFF doesn't seem to know what its point actually is. It's pro-self-acceptance and also pro-makeover. It's about liking yourself, and how you'd like yourself better with a boyfriend.",NEGATIVE,http://www.laweekly.com/film/in-the-duff-high-school-stereotyping-is-so-1980s-its-time-for-pure-beauty-discrimination-5393044
the_duff,2247487,2015-02-18,Fred Topel,False,,rotten,Nuke the Fridge,"Feels like grown-ups so desperate to appear hip to social media, they make sure to mention every app they've ever heard of, including We Heart It and Whatsapp.",NEGATIVE,http://nukethefridge.com/2015/02/19/the-duff-review/
the_duff,2247481,2015-02-18,Travis Hopson,False,3/5,fresh,Examiner.com,"The DUFF doesn't deviate much from the pattern, in fact it doesn't stray from it all, but a pair of playful lead performances by Mae Whitman and Robbie Amell makes it a worthy entry in the genre.",POSITIVE,http://www.examiner.com/review/movie-review-the-duff
the_duff,2247468,2015-02-18,Kevin P. Sullivan,True,B-,fresh,Entertainment Weekly,"The DUFF won't stay with you far past its runtime. But as a vehicle, it's ample proof that we should be seeing more of Mae Whitman.",POSITIVE,http://www.ew.com/article/2015/02/18/the-duff-review
the_duff,2247450,2015-02-18,Elizabeth Weitzman,True,3/5,fresh,New York Daily News,"Most of the credit goes to Whitman, who stands in, and stands up, for the DUFF in all of us.",POSITIVE,http://www.nydailynews.com/entertainment/movies/duff-movie-review-article-1.2120557
the_duff,2247448,2015-02-18,Kyle Smith,True,2.5/4,fresh,New York Post,"This winsome comedy is a little low in the stakes department, not to mention predictable, but it gets an ""A"" for charm.",POSITIVE,http://nypost.com/2015/02/18/the-duff-isnt-a-mean-girls-retread-but-a-sweet-rom-com/
the_duff,2247435,2015-02-18,Jordan Adler,False,5/10,rotten,We Got This Covered,"Derivative of better teen comedies and not daring enough to deal with the consequences of an image-based culture, The DUFF wastes a talented young ensemble.",NEGATIVE,http://wegotthiscovered.com/movies/the-duff-review/
the_duff,2247419,2015-02-18,Jordan Hoffman,True,4/5,fresh,Guardian,"There are stretches in which The Duff soars, nailing scene after funny scene with an honest spirit rarely seen in mainstream teen films.",POSITIVE,http://www.theguardian.com/film/2015/feb/18/the-duff-review-high-school-movie-mae-whitman-robbie-amell
the_duff,2247412,2015-02-18,Roger Moore,False,2.5/4,fresh,Tribune News Service,"Formulaic, sure -- but cute, sassy and quick...just edgy enough to work",POSITIVE,http://rogersmovienation.com/2015/02/18/movie-review-the-duff/
the_duff,2247404,2015-02-18,Sheri Linden,True,,fresh,Hollywood Reporter,"Its central pair of unlikely allies will engage young audiences' sympathy. They're smartly played by Mae Whitman and Robbie Amell, whose warmth and comic chops keep the movie buoyant.",POSITIVE,http://www.hollywoodreporter.com/review/duff-film-review-770573
the_duff,2247402,2015-02-18,Lindsey Bahr,True,,fresh,Associated Press,"While it's neither as biting as Mean Girls nor as sweetly referential as Easy A, the earnest and sometimes amusing The DUFF is a fine addition to the canon.",POSITIVE,http://www.startribune.com/entertainment/movies/292391731.html
the_duff,2247401,2015-02-18,Kyle Anderson,False,3/5,fresh,Nerdist,"I laughed a few times and despite some guy-a-mile-away plot moments, walked away feeling just fine about it. And from a jaded film snob, that's a very good sign.",POSITIVE,http://www.nerdist.com/2015/02/review-the-duff-is-neither-ugly-nor-fat/
the_execution_of_private_slovik,2654104,2019-12-16,Dick Lochte,False,,fresh,Los Angeles Free Press,The film is not only fine theater but a thoroughly convincing piece of history.,POSITIVE,https://voices.revealdigital.org/?a=d&d=BGJFHJH19740308.1.41&e=-------en-20--1--txt-txIN---------------1
the_execution_of_private_slovik,2613401,2019-08-07,Augusto Martínez Torres,False,,fresh,El Pais (Spain),"This is one of Lamont Johnson's best movies -- a product of a good script, but one resents a certain indifference. [Full Review in Spanish]",POSITIVE,https://elpais.com/diario/1979/10/09/cultura/308271617_850215.html
the_spanish_gardener,1837757,2009-08-14,Dennis Schwartz,False,C+,rotten,Dennis Schwartz Movie Reviews,None of the slow developing dramatics touched me as much as it was supposed to and the concluding happy ending seemed predictable from almost the onset.,NEGATIVE,https://dennisschwartzreviews.com/spanishgardener/
the_citizen_2012,2168643,2013-10-10,Brian Orndorf,False,C-,rotten,Blu-ray.com,"It's ridiculous, but Kadi seems determined to stay in this comfort zone, trusting in the banality of melodrama to communicate simple ideas on life, love, and the pursuit of happiness.",NEGATIVE,http://www.blu-ray.com/The-Citizen/269200/?show=preview
the_citizen_2012,2166904,2013-09-30,Tasha Robinson,True,1.5/5,rotten,The Dissolve,"It's pushing its agenda at every moment, first gently, then relentlessly.",NEGATIVE,http://thedissolve.com/reviews/234-the-citizen/
the_citizen_2012,2166302,2013-09-26,Jeannette Catsoulis,True,2.5/5,rotten,New York Times,The story's accumulation of contrived setbacks strains credulity.,NEGATIVE,
the_citizen_2012,2165734,2013-09-24,Roger Moore,False,1.5/4,rotten,Tribune News Service,Tired and worn out immigrant's saga with a 9/11 hook that isn't compelling,NEGATIVE,http://wp.me/p30FOE-3b4
carlos_cavazo_the_carlos_cavazo_package,2014192,2011-09-28,Sean Axmaker,False,,fresh,MSN.com,... a mesmerizing portrait of committed activist who transforms himself into a media-hungry rock star of an international terrorist.,POSITIVE,http://social.entertainment.msn.com/movies/blogs/videodrone-blogpost.aspx?post=721910ce-6634-4cc1-8a9e-4125bab26ed5
the_best_years_2020,2754150,2020-12-28,Sergio F. Pinilla,False,4/5,fresh,Cinemanía (Spain),Fun and sincere. [Full review in Spanish],POSITIVE,https://www.20minutos.es/cinemania/criticas/nuestros-mejores-anos-4504736/?autoref=true
falling_down,102768079,2023-01-11,Mick LaSalle,True,4/4,fresh,San Francisco Chronicle,"A brilliant drama with black-comic undertones. The film is directed by Joel Schumacher and stars Michael Douglas, in what may be the best performance of his career,",POSITIVE,https://www.newspapers.com/clip/116221663/falling-down/
falling_down,2721585,2020-09-07,Richard Propes,False,4.0/4.0,fresh,TheIndependentCritic.com,"Falling Down,"" a stellar film, is Joel Schumacher's miracle.",POSITIVE,https://theindependentcritic.com/falling_down
falling_down,2705708,2020-07-17,Barbara Shulgasser,False,2/5,rotten,Common Sense Media,Disturbing '90s crime thriller has violence and language.,NEGATIVE,https://www.commonsensemedia.org/movie-reviews/falling-down
falling_down,2702416,2020-07-08,Tom Meek,False,3/4,fresh,Cambridge Day,"This is probably Schumacher's most accomplished work besides Tigerland and, interestingly, shot in L.A. around the time of the riots.",POSITIVE,http://www.cambridgeday.com/2020/06/28/coronavirus-edition-xvi-films-to-shelter-with-from-the-silliest-of-spies-to-harrowing-abuse-doc/
falling_down,2609358,2019-07-27,Sergio Benítez,False,,fresh,Espinof,"Even decades later, It is still as a very actual film. [Full Review in Spanish]",POSITIVE,https://www.espinof.com/criticas/25-anos-de-un-dia-de-furia-la-mejor-pelicula-para-sobrevivir-a-los-lunes
falling_down,2537826,2018-12-06,David Nusair,False,3.5/4,fresh,Reel Film Reviews,It's a somewhat high-concept premise that's employed to consistently engrossing effect by filmmaker Schumacher...,POSITIVE,https://reelfilm.com/falling-down/
falling_down,2492783,2018-07-24,Mark Amory,False,,fresh,The Spectator,"We cannot make out if we are meant to like him or not, or why he is so angry, and this is intriguing.",POSITIVE,http://archive.spectator.co.uk/article/12th-june-1993/54/cinema
falling_down,2439096,2017-11-29,Quentin Curtis,False,,rotten,Independent on Sunday,"Director Joel Schumacher, credited with toning down Ebbe Roe Smith's script, paces the film rivetingly, which goes to show that good film-making doesn't guarantee a good film. Falling Down is as sleek and efficient as a torture chamber.",NEGATIVE,http://www.independent.co.uk/arts-entertainment/cinema-confused-meaningless-racist-and-dangerous-1490015.html
falling_down,1998090,2011-07-18,Jonathan Rosenbaum,True,,rotten,Chicago Reader,"None of the characters ever rises beyond the level of his or her generic functions, and by the end the overall emptiness of the conception becomes fully apparent.",NEGATIVE,http://www.chicagoreader.com/chicago/falling-down/Film?oid=1049172
falling_down,1998088,2011-07-18,Richard Schickel,True,,rotten,TIME Magazine,"Let's face it, there is an element of truth in the character of D-FENS. But it is, finally, tabloid truth.",NEGATIVE,"http://www.time.com/time/magazine/article/0,9171,977847,00.html"
falling_down,1864434,2010-01-10,Kevin Carr,False,3/5,fresh,7M Pictures,The character of William Foster (simply called D-Fens in the closing credits) represents an element of our collective id.,POSITIVE,http://www.7mpictures.com/inside/reviews/fallingdowndvd_review.htm
falling_down,1859268,2009-12-07,Walter Chaw,False,1/4,rotten,Film Freak Central,Atrociously written by actor Ebbe Roe Smith and atrociously directed (it goes without saying) by Joel Schumacher...,NEGATIVE,http://filmfreakcentral.net/dvdreviews/fallingdown.htm
falling_down,1824287,2009-06-01,Peter Canavese,False,3/4,fresh,Groucho Reviews,"A heavy-handed potboiler, but as it raises the temperature, it does give cause to consider the line--so easily crossed--between social function and disasterous personal undoing. [Blu-ray]",POSITIVE,http://grouchoreviews.com/reviews/3424
falling_down,1823007,2009-05-24,John J. Puccio,False,6/10,fresh,Movie Metropolis,"...holds up pretty well today, even if its tone meanders all over the place.",POSITIVE,http://www.dvdtown.com/reviews/blu-ray-falling-down/7016
falling_down,1806835,2009-03-26,Variety Staff,True,,fresh,Variety,"At first comes across like a mean-spirited black comedy and then snowballs into a reasonably powerful portrait of social alienation. The tone is unremittingly dour, however.",POSITIVE,http://www.variety.com/review/VE1117790803.html?categoryid=31&cs=1
falling_down,1718682,2008-03-31,David Ansen,True,,rotten,Newsweek,"A real artist could make something incisive or darkly hilarious out of this moral tightrope act. Schumacher, veering recklessly between social satire, kick-ass fantasy and damsel-in-distress melodrama, plays the game for opportunistic cheap thrills.",NEGATIVE,http://www.newsweek.com/id/111093
falling_down,1711126,2008-02-24,Steve Crum,False,4/5,fresh,Video-Reviewmaster.com,"Maybe Michael Douglas' best work, he as the depressed man driven to madness.",POSITIVE,
falling_down,1708648,2008-02-12,Cole Smithey,False,4/5,fresh,ColeSmithey.com,Joel Schumacher's best film.,POSITIVE,
falling_down,1706955,2008-02-03,Rob Gonsalves,False,C-,rotten,Rob's Movie Vault,A crude&#44; cathartic rant that both condemns and exploits modern paranoia&#46;,NEGATIVE,https://robsmovievault.wordpress.com/1993/02/01/falling-down/
falling_down,1520980,2006-06-25,Emanuel Levy,False,3/4,fresh,EmanuelLevy.Com,"Dealing with urban paranoia from a White POV is a good, timely idea, but film can't decide whether Michael Douglas is an ordinary or psychopathic man and whether we should feel sympathy or pity for the ""victimization"" of this yuppie.",POSITIVE,http://www.emanuellevy.com/review/falling-down-4/
falling_down,1508807,2006-05-25,Lori Hoffman,False,3/5,fresh,Atlantic City Weekly,,POSITIVE,
falling_down,1448346,2005-10-21,John Wirt,False,2/5,rotten,"Advocate (Baton Rouge, LA)",Douglas' tortured misfit is a chore to watch.,NEGATIVE,
falling_down,1444402,2005-10-09,Chuck O'Leary,False,4/5,fresh,Fantastica Daily,"A powerful, gripping, darkly humorous film with a dynamite lead performance by Michael Douglas. One of 1993's ten-best films.",POSITIVE,
falling_down,1414634,2005-07-17,Jules Brenner,False,3/5,fresh,Cinema Signals,,POSITIVE,
falling_down,1383373,2005-04-28,Philip Martin,False,3/5,fresh,Arkansas Democrat-Gazette,,POSITIVE,
falling_down,1368730,2005-03-11,Caffeinated Clint,False,3/5,fresh,Moviehole,Douglas as you've never seen him before,POSITIVE,
falling_down,1300990,2004-07-27,Luke Y. Thompson,False,3/5,fresh,New Times,"It's half a really good movie, and half a mediocre one with a good actor.",POSITIVE,
falling_down,1295685,2004-07-08,Mike McGranaghan,False,2/5,rotten,Aisle Seat,,NEGATIVE,
